Shop Name,Contact,Adress,State,City,GST
Krazia Unisex Salon  (Noida),9811639770,Eng Road, near Delhi Profit Bazar, opp. Sector 143B, Shahdara, Sector 142, Noida, Uttar Pradesh 201304,Uttar Pradesh ,Noida,
Hayders Family Salon  (Delhi),9811616917,Petal Nagar ,Delhi ,Delhi,
Image Salon (West Delhi ),9811558020,Hari nagar ,Delhi,West Delhi ,
Fresh Bloom Unisex Salon  (Jodhpur),9811512141,Chb2 ,Rajasthan,Jodhpur,
Kashish Salon  (East Delhi ),9811444683,Bhola Nath Nagar Shahdara ,Delhi ,East Delhi ,
Perfection Everyday (Noida),9811319417,Club 26 Compound , Sec 26, Noida,Uttar Pradesh,Noida,
Perfeshion Every Day (Noida),9811279991,E-1, Block E, Sector 26, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Black & Beyond Salon  (Noida ),9811272124,Inside Club 26, Sector 26, Noida ,Uttar Pradesh ,Noida ,
Anmol Salon (Noida),9811232271,Amrpali eden park sec50
Noida Uttar Pradesh ,Uttar Pradesh,Noida,
Jain Distibution (Chandigarh),9811232242,Sec 44,Punjab,Chandigarh,
British Salon And Academy  (Mumbai),9811205029,Dadar West ,Maharashtra,Mumbai,
Castle Unisex Salon  (Kanpur ),9811193687,Govind Puri ,Uttar Pradesh ,Kanpur ,
Hina Makeover  (Ludhiana ),9810939305,Rada Swami bhawan chandigarh road ,Punjab ,Ludhiana ,
Glam Faces By Shailjaa (Zirakpur ),9810913094,Singh pura road zirakpur ,Punjab,Zirakpur ,
Mv Makeover  (Bhubaneswar ),9810894249,Madhu sudan nagar,Odisha ,Bhubaneswar ,
Tariq Da Salon  (Nagpur),9810784469,Om nagar nara road ,Maharashtra,Nagpur,
Beauty Craze Unisex Salon  (Nagpur ),9810766543,Nara road ,Maharashtra ,Nagpur ,
Beuty Craze Unisex Salon  (Chandigarh),9810703463,Sec 41,Punjab,Chandigarh,
New Century Beauty Salon (Silchar),9810658999,Hospital road, silchar ,Assam,Silchar,
Malika Hair & Makeup Studio (Mohali ),9810524806,First floor sec 82 mohali,Punjab ,Mohali ,
Dr Kathuria Skin Clinic (Jammu),9810448612,City,Jammu and Kashma«r,Jammu,
Jd Salon (Jammu),9810430048,City,Jammu and Kashma«r,Jammu,
Diva Salon (Abohar),9810369655,Mani bazar ,Punjab,Abohar,
Makeovers By Blooming Glow (Fatehghar churian ),9810367264,Near talab wala mandir station road kila colony ,Punjab ,Fatehghar churian ,
Lotos Parlour  (Fatehghar churian ),9810254922,Near talab wala mandir,Punjab ,Fatehghar churian ,
The Master Saloon  (Amritsar ),9810197647,Ut markit,Punjab ,Amritsar ,
Sundarta Salon  (Kharar),9810193809,Landra,Kharar,Kharar,
Harbal Beauty Parlour  (Kharar),9810193808,Kharar,Punjab ,Kharar,
Gazibo Salon Firozepur (Ludhiana ),9810116502,Jamalpur,Punjab ,Ludhiana ,
Gazibo Unisex Salon Fzr (Panchkula ),9810030232,Scf 102 sec 11 Panchkula ,Haryana ,Panchkula ,
Gazibo Salon  (Kapurthala),9810029776,Vpo sheikhpur kapurthala ,Punjab ,Kapurthala,
Pixy'S Salon (Kapurthala ),9810009485,,Punjab ,Kapurthala ,
Life Style Salon (Amritsar ),9809268065,Opp medical College ,Punjab ,Amritsar ,
Doll House  (Kapurthala),9809090890,,Punjab,Kapurthala,
Mini Moon (Barnala),9809089078,Main bazar, barnala,Punjab,Barnala,
Hair Inn (Amritsar),9809078908,Airport road ,Punjab,Amritsar,
Enlivan Salon (Amritsar ),9807889708,Airport road near petrol pump ,Punjab ,Amritsar ,
Enliven Salon (Jalandhar ),9807686325,Near ppr mall model town ,Punjab ,Jalandhar ,
U Like Salon (Kharar),9805045534,Kharar ,Punjab ,Kharar,
Venus Salon  (Kharar),9804677597,Kurali,Kharar,Kharar,
Modern School (Amritsar ),9803898047,Atta mandi,Punjab ,Amritsar ,
Roseline Salon (Fatehghar churian ),9803833947,Ajnala road near canara bank ,Punjab ,Fatehghar churian ,
Mak Kk Salon (Fatehghar churian ),9803574761,Near canara bank,Punjab ,Fatehghar churian ,
Hair Vision Salon (Panchkula ),9803362415,Dss 263 sec 20 Panchkula ,Haryana ,Panchkula ,
Waseem Salon  (Maldah),9803210209,Malda,West Bengal,Maldah,
Trend Salon Lohian (Nagpur ),9803174182,Somaleada ,Maharashtra ,Nagpur ,
Rabia Salon  (Nagpur ),9800952704,Khaparkheda ,Maharashtra ,Nagpur ,
Revsing Salon (ERANAKULAM ),9800584088,Thiruvalla,Kerala ,ERANAKULAM ,
Revising Salon (Achampet),9800580480,Near E max cinema ,Andhra Pradesh,Achampet,
Megha Beauty Parlour  (Achankovil),9799999186,Near E max cinema ,Kerala,Achankovil,
Om Bridal  (ERANAKULAM ),9799767756,Sekharapuram ,Kerala ,ERANAKULAM ,
Illuminate Salon (Delhi ),9793802021,Dilshaad colony ,Delhi ,Delhi ,
A&B (Kollam ),9793746890,Jerome nagar comcerical complex 
Chinnakada ,Kerala ,Kollam ,
Aman Makeup Artist  (Moradabad),9793486538,buddhi vihar,Uttar Pradesh,Moradabad,
Tik Tok (Moradabad),9793435333,buddhi vihar ,Uttar Pradesh,Moradabad,
Nandu Saloon  (Panchkula),9790393321,Sec 7,Haryana,Panchkula,
Moksha Mekeup Beauty  (Bangalore),9789897890,Anjanapura main road ,Karnataka,Bangalore,
Identity Salon (Delhi ),9789332052,Uttam Nagar 
Shanidev bazar road ,Delhi ,Delhi ,
Images Unisex Salon (Delhi ),9788494623,Janak Puri west ,Delhi ,Delhi ,
Ws Makeover (Chandigarh),9786966684,Sec 44,Punjab,Chandigarh,
W S Unisex Salon (Abbigeri),9786435765,Kumar Swamy layout ,Karnataka,Abbigeri,
Finger 'S Magic Unisex Salon  (Delhi ),9785847603,Mayur vihar phase 1 Delhi ,Delhi ,Delhi ,
Surabhi Makeup Studio  (Kanpur),9785777447,Barra 2 ,Uttar Pradesh,Kanpur,
Black Express Salon (Kanpur ),9785777443,Barra 2,Uttar Pradesh ,Kanpur ,
L R Salon  (Allahabad ),9785026006,Naini ,Uttar Pradesh ,Allahabad ,
Revital Saundarya Mantra Wellness  (Lucknow ),9784770444,Metro city,Up,Lucknow ,
In Style Unisex Salon (Gorakhpur ),9782815151,Babina hotel durga badi road Gorakhpur ,Uttar Pradesh ,Gorakhpur ,
Black Express Salon  (Gorakhpur),9782476909,10 no.borig Gorakhnath temple Gorakhpur ,Uttar Pradesh,Gorakhpur,
The Beauty Palace  (Lucknow ),9782474046,Vrindavan sec 2c,Up,Lucknow ,
Profile Salon  (Varanasi ),9782389585,Basahi,Uttar Pradesh ,Varanasi ,
Fusion Salon (Jodhpur ),9782376909,Pratap Nagar ,Rajsthan ,Jodhpur ,
Z F Unisex Salon (Jodhpur ),9782290055,Ratnada ,Rajsthan ,Jodhpur ,
Nandini Pruthi Makeover  (Jodhpur ),9781739256,Pratap Nagar ,Rajsthan ,Jodhpur ,
Nandini Purthi Makeover  (Rudarpur),9781583561,rudrapur,Uttarakhand,Rudarpur,
 Nandini Purthi  (Jaspur),9781423245,,Uttrakhand ,Jaspur,
Nandini  Purthi Makeover  (Meerut ),9781265345,RTO road ,UP ,Meerut ,
Keera Family Salon  (Meerut ),9781097010,Abulane ,UP,Meerut ,
The Fusion Unisex Salon  (Meerut ),9781065686,Abulane ,UP,Meerut ,
Vanity Makeover By Kiran (Rudarpur ),9781010691,Near gandi park,Uttrakhand ,Rudarpur ,
Vanity Makeover (Rudarpur ),9780908980,Avas vikas ,Uttrakhand ,Rudarpur ,
Velvet Touch Unisex Salon  (Rudrapur ),9780852025,,Uttrakhand ,Rudrapur ,
Touch N Glow Parlour  (moradabad ),9780759585,mda ,up,moradabad ,
Els By Jawed (Kashipur ),9780671009,,Uttrakhand ,Kashipur ,
Kashish Beauty Care (Meerut),9780664971,Saket ,Uttar Pradesh,Meerut,
Slique Unisex Salon  (Moradabad),9780656356,naveen nagar ,Uttar Pradesh,Moradabad,
Lady Care (Meerut ),9780651857,Kanker khera ,UP,Meerut ,
Grace N Looks Beauty Studio Raj Nagar  (Meerut ),9780397861,Kanker khera ,UP,Meerut ,
Hanu Enterprises  (Kashipur ),9780170522,,Uttrakhand ,Kashipur ,
Nail Itt (Meerut ),9780080581,Central market ,UP ,Meerut ,
Feel Fresh Makeover  (Modinagar ),9780069847,Railway road ,UP,Modinagar ,
Ladies N Gentleman Unisex Salon  (Jamshedpur),9780063053,3rd floor, Panchsheel Tower, Near IDTR, Adityapur ,Jharkhand,Jamshedpur,
Waves Salon  (Delhi ),9779923140,Main chowk burari ,Delhi ,Delhi ,
S&A Beauty Salons  (Jamshedpur),9779772247,Adityapur. 2, Road No. 4,Jharkhand,Jamshedpur,
Mk Makeover Unisex Salon  (Jamshedpur ),9779715929,Adityapur ,Jharkhand ,Jamshedpur ,
Madonna Unisex Salon (Diglipur),9779661061,Morabadi ,Andaman and Nicobar Islands,Diglipur,
Madonna Make Over (Nagpur ),9779297996,Pension Nagar ,Maharashtra ,Nagpur ,
Madonna Beauty Salon  (Delhi ),9773886651,Visit ,Delhi ,Delhi ,
Meghna  Luxury Salon  (Jodhpur),9773378530,Sardarpura ,Rajasthan,Jodhpur,
Gorgeous Salon  (Jodhpur ),9773278656,Pawta ,Rajasthan ,Jodhpur ,
Kelly Beauty Parlour (Nagpur ),9772277543,Saoner ,Maharashtra ,Nagpur ,
Nilaa (Kolkata),9770187849,2/97, Azadgarh, Tollygunge, Kolkata, West Bengal 700040,West Bengal ,Kolkata,
Molly Unisex  (Kolkata ),9766730631,ASHUTOSH APARTMENT, 316, Model Town Rd, Madhya, Baliya, Garia, Kolkata, Rajpur Sonarpur, West Bengal 700084,West Bengal ,Kolkata ,
Cutting Point  (Kolkata ),9766577050,99/1A, lake Terrace, Ballygunge, Kolkata, West Bengal 700029,West Bengal ,Kolkata ,
Manorma Beauty Point  (Kolkata ),9765453212,48/1, Chakraberia Road N, Jadubabur Bazar, Bhowanipore, Kolkata, West Bengal 700020,West Bengal ,Kolkata ,
Noor Makeup Studio  (Andal),9764039492,andul  711302,West Bengal,Andal,
Khushi Beauty Parlour  (Kolkata ),9761705549,8, Ho Chi Minh Sarani, Kankaria Estates, Park Street area, Kolkata, West Bengal 700071,West Bengal ,Kolkata ,
Style Zone (Kolkata ),9760946144,GD-150, GD Block, Sector 3, Bidhannagar, Kolkata, West Bengal 700106,West Bengal ,Kolkata ,
Style Zone  (Kolkata ),9760767625,Major Arterial Road(South-East), CF Block(Newtown), Action Area 1C, Newtown, New Town, West Bengal 700156,West Bengal ,Kolkata ,
Style Speak Salon  (Kolkata),9760763122,Axis mall, CF-9, near Novotel, CF Block(Newtown), Action Area 1C, Newtown, New Town, West Bengal 700156,West Bengal ,Kolkata,
Vk Unisex Salon (Kolkata ),9760644487,Major Arterial Road(South-East), CF Block(Newtown), Action Area 1C, Newtown, New Town, West Bengal 700156,West Bengal ,Kolkata ,
Vk Salon (Kolkata ),9760290182,Major Arterial Road(South-East), CF Block(Newtown), Action Area 1C, Newtown, New Town, West Bengal 700156,West Bengal ,Kolkata ,
Vk Unisex Salon  (Jodhpur),9760188188,Chb kudi,Rajasthan,Jodhpur,
Tress Town (Jodhpur ),9759900032,Chb,Rajsthan ,Jodhpur ,
Tress Town Salon (Jodhpur),9758637549,Paota ,Rajasthan,Jodhpur,
M7 Salon Kotkapura (Jodhpur ),9756335995,Pratap Nagar ,Rajsthan ,Jodhpur ,
Be U (Jodhpur ),9756204098,Ratnada,Rajsthan ,Jodhpur ,
Mirror Makeover  (Jodhpur),9756053677,Paota ,Rajasthan,Jodhpur,
Glamezone Parlour  (Jodhpur ),9754189541,Paota jodhpur ,Rajsthan ,Jodhpur ,
Beauty Point  (Delhi ),9749319643,D-23 Mojpur chowk 
Main road Babar Pur ,Delhi ,Delhi ,
Style Art (Jodhpur),9746792974,Chb2 ,Rajasthan,Jodhpur,
Sanskriti Beauty Salon  (Jodhpur ),9746461044,Pratap Nagar ,Rajsthan ,Jodhpur ,
Jawad Habib Hair And Beauty  (Raipur),9744826263,Korba,Chhattisgarh,Raipur,
Bhawna 'S Salon  (Durg ),9742550074,Tokyo,durg,Chattisgarh ,Durg ,
Zlato Glam & Glow Unisex Salon  (Chandigarh ),9740144143,Sec 31,UT,Chandigarh ,
Naturals  (Jagdalpur),9734712006,,Chattisgarh ,Jagdalpur,
3 Sixty Unisex Salon (Raipur ),9734308277,New rajendranagar ,Chattisgarh ,Raipur ,
Samer Beauty Salon  (Rajkot ),9733443314,College vadi ,Gujrat ,Rajkot ,
Magic Touch (Rajkot ),9730758732,Pedak road,Gujrat ,Rajkot ,
Sai Palace (Chandigarh ),9730374675,Booth no 37 sec 49,UT,Chandigarh ,
Zaved Habib (Nagpur ),9730154214,Shanti nagar ,Maharashtra ,Nagpur ,
Pacific  (East drlhi),9729912024,Laxmi nagar,Delhi,East drlhi,
Pacific Unisex  (Delhi ),9728899723,Paharganj ,Delhi ,Delhi ,
Make By Leena (Ghaziabad ),9727475050,Shakti Khand Indrapuram ,Uttar Pradesh,Ghaziabad ,
Srinagar Beauty Point  (Noida),9727074402,Sec 77, Noida,Uttar Pradesh,Noida,
Radhika Beauty Parlor  (Mumbai),9724242554,Matunga east ,Maharashtra,Mumbai,
Bhavna Beauty Parlor  (Noida),9723458356,S6 Second Floor, Commercial Centre, ATS ONE HAMLET, Sector 104,Uttar Pradesh,Noida,
Rudarkash Unisex  (Mumbai),9720217884,Mahim West ,Maharashtra,Mumbai,
Geeta Beauty Point  (Noida),9718392078,Cetral Market, Sec 41, Noida,Uttar Pradesh,Noida,
G S Geeta Beauty Parlor  (East delhi),9718328277,Mandawali west vinod nagar,Delhi,East delhi,
Kritgya  (Delhi ),9717752098,Dwarka ,Delhi ,Delhi ,
Kritigya Make Over  (Delhi ),9717684595,Nit  faridabad ,Delhi ,Delhi ,
Nitu Beauty Parlor  (East delhi),9717683898,Agcr enclave karkardooma,Delhi,East delhi,
Shine Star Salon  (Eastdelhi),9717682035,Agcr enclave karkardoma,Delhi,Eastdelhi,
Shine Star Salon (Moga) (Delhi ),9717671574,Kamla nagar  gol chakkar ,Delhi ,Delhi ,
Rojan Thapa Salon (New Delhi),9717668275,Safdarjung enclave,Delhi,New Delhi,
Face Talk Salon (East delhi),9717587887,Mansarover park,Delhi,East delhi,
Creative Look Salon (Delhi ),9717505336,Vikas puri ,Delhi ,Delhi ,
Hind Beauty Parlour  (Mohali),9717427002,Scf 25 Phase 11,Punjab ,Mohali,
Zoog Studio (Hisar ),9717411194,Sec 14,Haryana ,Hisar ,
Beauty Zone  (Noida),9717201261,D - 174, Sector61, near prateek fedora apartments, Sector 61,,Uttar Pradesh,Noida,
Rose Marry Salon (Delhi ),9717080786,Janakpuri ,Delhi ,Delhi ,
Matrix Salon Kulwant Sir Talwandi Sabo (Delhi ),9716427806,Janakpuri ,Delhi ,Delhi ,
L Vis Salon, Firozpur (Noida),9716101992,Tot Mall Sec 62, Noida ,Uttar Pradesh,Noida,
Varsha Makeover  (Noida),9714454427,Tot Mall, Sec 62, Noida,Uttar Pradesh,Noida,
Herbal Beauty World  (Noida),9712775161,Shop no.21, G. Floor, ToT Mall, Sector 62,Uttar Pradesh,Noida,
Beauty Bird Salon (Noida),9712348356,F-142, Jagatpuri, Krishna Nagar Delhi ,Uttar Pradesh,Noida,
Unique Beauty Salon (Noida ),9711976666,Shop No 27, 1st Floor, Sab Mall, Sec 27, Noida ,Uttar Pradesh ,Noida ,
Ali Midaas Salon (East delhi),9711970880,Jhilmil,Delhi,East delhi,
Dmh Salon (Bakhtawarpur),9711722173,B 35 lajpat nagar,Delhi,Bakhtawarpur,
Stunning Face Salon  (East delhi),9711547740,Mayur vihar ph 2,Delhi,East delhi,
Beauty Lounge  (Delhi),9711540777,Amar Colony, South Delhi, Delhi,Delhi ,Delhi,
Beauty Lounge Salon (Hisar),9711523155,Sec 14,Haryana,Hisar,
Beauty Palace (Achampet),9711454111,Adampur ,Andhra Pradesh,Achampet,
Do Or Dye Salon (Kapurthala ),9711434507,Kanjli road ,Punjab ,Kapurthala ,
The Art  (Fatehghar churian ),9711191937,Main bazar near bal studio fatehghar churian,Punjab,Fatehghar churian ,
Under The Dryer Salon (Fatehghar churian ),9711107120,Main bazar near kameti ghar ,Punjab ,Fatehghar churian ,
Mircoz Salon  (Firozepur ),9711055292,Near nam dav chock, Firozpur ,Punjab,Firozepur ,
Vogue Salon Zira (Noida),9709978909,67, near sheel hospital, Model Town, Firozpur,,Punjab,Noida,
Vogue Salon (Zira) (Noida),9709918909,67, near sheel hospital, Model Town, Firozpur, Punjab,Punjab,Noida,
Simply Devine Unisex Salon  (Amritsar ),9709917805,D block markit,Punjab ,Amritsar ,
Mannat Beauty Parlor  (Batala),9709917803,Main bazar,Punjab,Batala,
Finesse Beauty And Spa  (Batala),9709917801,Main bazar,Punjab,Batala,
Looks Studio (Ludhiana ),9709300161,Mundiya Ludhiana ,Punjab,Ludhiana ,
Earth Salon (Amritsar ),9706941431,D block markit,Punjab ,Amritsar ,
Pooja Make Over  (Punjab ),9698452412,Opp red tape store,Punjab ,Punjab ,
Swara Cosmetic  (Gurdaspur),9698345234,Opp redtape store,Punjab,Gurdaspur,
Sm Beauty Parlour  (Amritsar ),9697154088,Near dav college ,Punjab ,Amritsar ,
Krasmi Unisex Salon (Ludhiana ),9696948794,Sco 20 rajguru nagar block c,Punjab ,Ludhiana ,
Radhika Makeovers (Nawashehar ),9696390055,RAILWAY ROAD NAWASHEHAR ,Punjab,Nawashehar ,
Shine Curls Salon  (Jalandhar),9696361435,,Punjab,Jalandhar,
Shine Curls Salon (Amritsar ),9695266449,Gopal mandir chonk,Punjab ,Amritsar ,
Glam Glow Beauty Salon  (Mohali),9695170002,Sco 7 sec 68 mohali,Punjab ,Mohali,
Mohini Beauty Parlour  (Jalandhar ),9693581351,Model town jalandhar ,Punjab,Jalandhar ,
Blue Blush Salon  (Kapurthala),9693351673,Lohian ,Punjab,Kapurthala,
Le Posh Salon  (Kapurthala),9690707918,,Punjab,Kapurthala,
Jawed Habib Salon (Batala),9690065749,Quadian chungu,Punjab,Batala,
Art N Makeup  (Batala ),9687483654,Qudiyan chungi ,Punjab ,Batala ,
Neha'S Salon (Krtarpur),9687365472,Kartarpur road ,Punjab ,Krtarpur,
Shringhar Beauty Salon  (Kapurthala),9684322654,Kanjli road kapurthala ,Punjab ,Kapurthala,
Bellissima Professional Salon  (Amritsar ),9683651643,D block markit,Punjab ,Amritsar ,
Infinity Ladies Saloon  (Ludhiana ),9683632561,Gudh mandi,Punjab ,Ludhiana ,
Studio T (Delhi ),9680048317,B block janhagirpuri ,Delhi ,Delhi ,
Sakhi Beauty Salon  (Hissar ),9680048313,Sec 14, house no 693,Haryana ,Hissar ,
Glam And Gold Salon  (Hisar),9680010029,Model town ,Haryana,Hisar,
Like Me Salon (Hansi),9679986414,Hansi ,Haryana,Hansi,
Translate Saloon (Faridabad),9678423220,1st Floor, HUDA Market, Shop No 26, 27 & 28, Sector 21D,Haryana,Faridabad,
Appalo Lbp (Bakhtawarpur),9678237314,K 95 lajpat nagar 2,Delhi,Bakhtawarpur,
Upgrace  (East delhi),9677445162,Chander nagar som bazar near shah ji namkeen krishna nagar,Delhi,East delhi,
Desire Beauty Parlour  (East delhi),9673992444,Chander nagar,Delhi,East delhi,
Dream Look Unisex Salon  (Delhi ),9672544911,West Petal nagar ,Delhi ,Delhi ,
Timeline Unisex Saloon  (Faridabad),9668324752,H.no: 941, Sector 21C,Haryana,Faridabad,
U Shine Bp (Noida),9667825286,RG Residency, 29, Parthala Khanjarpur, Sector 122, Noida, Uttar Pradesh 201307,Uttar Pradesh,Noida,
Allwin Salon  (Delhi ),9667745956,Main road palam vihar ,Delhi ,Delhi ,
Champion Salon  (Noida),9667464221,Vaishali, Sec 4, Ghaziabad ,Uttar Pradesh,Noida,
Kaizen Beauty Parlour  (East delhi),9667291147,60 ft road vishwas nagar,Delhi,East delhi,
Antop Salon  (Noida),9667228555,Shop No.5, 6, RG Square, RG Residency, Sector 120, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Babli Beauty Parluor  (Delhi),9667147475,Tilak nagar ,Delhi ,Delhi,
Trending Vintage Studio  (Faridabad),9667126766,Sec 21C, Huda Market, Faridabad ,Haryana,Faridabad,
Xclusive Salon (Noida),9667050081,Ganga Shopping Complex, Block - 1,
Sec 29 , Noida 201301,Uttar Pradesh,Noida,
Devom Salon (East delhi),9667050075,Laxmi nagar,Delhi,East delhi,
Devom Unisex Salon  (Delhi ),9667026268,Vikas Puri ,Delhi ,Delhi ,
Alpine Luxury Salon  (Delhi ),9667022241,Vikas puri ,Delhi ,Delhi ,
The Glam Zone Unisex Salon (Delhi ),9667006607,Vikas puri ,Delhi ,Delhi ,
Egora Salon (West Delhi ),9664227677,Vikas puri ,Delhi,West Delhi ,
Eminence Salon (Faridabad),9663212469,Shop number-64,65 Huda Market , Sector-21d,Haryana,Faridabad,
Advaya Unisex Salon  (Delhi),9662075558,Petal Nagar ,Delhi ,Delhi,
Adavaya Luxury Unisex Salon  (Delhi ),9657264721,West Petal nagar ,Delhi ,Delhi ,
Care Beauty Salon  (East delhi),9656867432,Agcr enclave karkardooma,Delhi,East delhi,
Care Beauty Parlour  (East delhi),9654975795,Agcr enclave karkardoma,Delhi,East delhi,
Riya Makeover Studio Shalimar Garden  (Noida ),9654853020,Amarpali Princely Estate Market, Shop No. 48 & 49 Near Amrapali Silicon City gate no. 2& 3, Sector 76, Noida, Uttar Pradesh 201301,Uttar Pradesh ,Noida ,
Cut N Style Make Up Studio (Noida),9654845438,Sec 22, Noida,Uttar Pradesh,Noida,
Chhavi Makeover (Noida ),9654791363,1 CHAURA, Main Rd, Block D, Sector 22, Noida, Uttar Pradesh 201301,Uttar Pradesh ,Noida ,
Divine Salon (East delhi),9654547879,Main moujpur chowk red light near badarpur moujpur metro station,Delhi,East delhi,
Style House  (Noida),9654537143,Shop no. 9, D Block Market Rd, D Block, Pocket D, Sector 20, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Antop Beauty Salon  (Noida),9654485163,Supertech Mall Sec 61, Noida,Uttar Pradesh,Noida,
Hair Court Salon (Noida),9654343101,Shoprix Mall, Block C, Sector 61, Noida Delhi, Sector 61,,Uttar Pradesh,Noida,
Haircourt Salon (Noida),9654149094,shop no 104 basement, shoprixx mall, Block C, Sector 61, Noida, Uttar Pradesh 201301,Uttar Pradesh ,Noida,
Hair Heaven Unisex Salon  (East delhi),9654053194,Jhilmil vivek vihar,Delhi,East delhi,
Copper Scissors Unisex Salon  (Faridabad ),9654046270,Faridabad ,Haryana ,Faridabad ,
Elegance  (Ghaziabad ),9653931131,Raj Nagar Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Grace  (Hr),9653852345,Faridabad ,Hr,Hr,
World Direction Unisex Saloon (Delhi ),9653075508,Vikas puri ,Delhi ,Delhi ,
Aqulas Beauty Lounge (Delhi ),9652550693,Ramesh Nagar ,Delhi ,Delhi ,
Ajju Hair & Beauty (Noida),9650944929,Hazipur Vill, Sector 104, Noida,Uttar Pradesh,Noida,
Glow Shine Beauty Parlour  (Noida),9650777202,G-60, opposite Mcdonald's, G Block, Pocket G, Sector 18, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Lux Unisex  (Noida),9650512335,Central Market, Sec 39, Noida,Uttar Pradesh,Noida,
Classic Unisex  (Noida),9650149515,Dardri Road, Barola, Sec 49 ,Uttar Pradesh,Noida,
Kritgya Beauty Parlor  (Noida),9650149175,Shop no. 2, Pillar No. 51, Dadri Main Rd, opposite Kesar Garden, Natthu Colony, Apartment, Sector 49, Noida, Uttar Pradesh 201304,Uttar Pradesh ,Noida,
Aesthetic Unisex  (Noida),9650149174,Sec 22 Noida,Uttar Pradesh,Noida,
Shree Shreem (Noida),9650075911,Sec 22, Noida,Uttar Pradesh,Noida,
Bikkys Parlour  (Noida),9650069801,Sec 22 , Noida,Uttar Pradesh,Noida,
The Bounce (Noida),9649494911,Sec, 22 Noida,Uttar Pradesh,Noida,
Rose Beauty Salon  (Bakhtawarpur),9648676976,14/185 shivalik Road malviya nagar,Delhi,Bakhtawarpur,
Prachi  (Bakhtawarpur),9646993498,Lodhi colony,Delhi,Bakhtawarpur,
Prachi (Delhi ),9646963735,West Petal nagar ,Delhi ,Delhi ,
Women'S Beauty Saloon  (South Delhi ),9646902117,Green park main market, Delhi South, Safdarjung. ,Delhi ,South Delhi ,
Amar Men'S Parlour  (Noida),9646854076,Ansal Plaza, Pari Chowk , Greater Noida ,Uttar Pradesh,Noida,
Apsara Beauty Parlour  (Delhi ),9646807402,Plot no,62 Aom vihar phase -3
Uttam Nagar.,Delhi ,Delhi ,
Beauty Mantra  (New Delhi),9646800356,134 arjun nagar safdarjung ,Delhi,New Delhi,
Hair Zone Salon (Thiruvananthapuram),9646782628,Manacadu ,Kerala,Thiruvananthapuram,
Studio 11 Salon & Spa (Jodhpur),9646776531,Ratnada ,Rajasthan,Jodhpur,
Shine Bond  (Jodhpur ),9646267375,Paota,Rajasthan ,Jodhpur ,
